Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
1-new-and-sale-badge-product,,,,,,,,l,,blue,,,'1522,0,shopify,6,deny,manual,110,130,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/4_b0f3af65-1151-442e-9ade-09deb3213eac.jpg?v=1619507277,kg,,,
1-new-and-sale-badge-product,,,,,,,,l,,yellow,,,'1523,0,shopify,8,deny,manual,110,130,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5_5bd66d06-edfb-435b-a127-ab5533abdb0b.jpg?v=1619507277,kg,,,
1-new-and-sale-badge-product,,,,,,,,l,,white,,,'1524,0,shopify,10,deny,manual,110,130,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/1.jpg?v=1619507276,kg,,,
1-new-and-sale-badge-product,,,,,,,,xl,,red,,,'1525,0,shopify,6,deny,manual,110,130,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/4_b0f3af65-1151-442e-9ade-09deb3213eac.jpg?v=1619507277,kg,,,
1-new-and-sale-badge-product,,,,,,,,xl,,green,,,'1526,0,shopify,8,deny,manual,110,130,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/3_00f4381c-69ee-413c-bdaf-d635a392bd1d.jpg?v=1619507277,kg,,,
1-new-and-sale-badge-product,,,,,,,,xl,,blue,,,'1527,0,shopify,9,deny,manual,110,130,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/2_40d9c634-67d1-4623-a7d5-c2ef2b24db83.jpg?v=1619507277,kg,,,
1-new-and-sale-badge-product,,,,,,,,xl,,yellow,,,'1528,0,shopify,7,deny,manual,110,130,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/1.jpg?v=1619507276,kg,,,
1-new-and-sale-badge-product,,,,,,,,xl,,white,,,'1529,0,shopify,5,deny,manual,110,130,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5_5bd66d06-edfb-435b-a127-ab5533abdb0b.jpg?v=1619507277,kg,,,
10-this-is-the-large-title-for-testing-large-title-and-there-is-an-image-for-testing,10. This is the large title for testing large title and there is an image for testing,"<p>A long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like.</p>
<p>Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p>",Vendor 10,Type 10,"gold, gray, magenta, maroon, white",TRUE,Color,white,,,,,'1510,0,,1,deny,manual,19,21,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/3_82c1df08-4941-4369-83ef-b6fd909fa48c.jpg?v=1619507862,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/3_82c1df08-4941-4369-83ef-b6fd909fa48c.jpg?v=1619507862,kg,,,active
10-this-is-the-large-title-for-testing-large-title-and-there-is-an-image-for-testing,,,,,,,,gold,,,,,'1511,0,,0,deny,manual,19,21,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/4_d2d85450-694d-4907-8abe-699534972db6.jpg?v=1619507863,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/4_d2d85450-694d-4907-8abe-699534972db6.jpg?v=1619507863,kg,,,
10-this-is-the-large-title-for-testing-large-title-and-there-is-an-image-for-testing,,,,,,,,gray,,,,,'1512,0,,0,deny,manual,19,21,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5_8fcd9d6e-8709-491a-a175-813c0b143227.jpg?v=1619507863,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5_8fcd9d6e-8709-491a-a175-813c0b143227.jpg?v=1619507863,kg,,,
10-this-is-the-large-title-for-testing-large-title-and-there-is-an-image-for-testing,,,,,,,,magenta,,,,,'1513,0,,0,deny,manual,19,21,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/6.jpg?v=1619507863,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/6.jpg?v=1619507863,kg,,,
10-this-is-the-large-title-for-testing-large-title-and-there-is-an-image-for-testing,,,,,,,,maroon,,,,,'1514,0,,0,deny,manual,19,21,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7.jpg?v=1619507863,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7.jpg?v=1619507863,kg,,,
11-product-with-video,11. Product with video,"<p>As opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like. It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters</p>
<p>If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text. All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable. The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc</p>
[product_video]2df62ekI9UY[/product_video]",Vendor 11,Type 11,"black, navy, pink, purple, violet",TRUE,Color,navy,,,,,'9911,0,shopify,1,deny,manual,39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5_dfad9b02-5481-48d7-8871-437d066106b5.jpg?v=1619507954,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5_dfad9b02-5481-48d7-8871-437d066106b5.jpg?v=1619507954,kg,,,active
11-product-with-video,,,,,,,,purple,,,,,'9912,0,shopify,2,deny,manual,39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/6_cb7fa61b-c039-4b83-80dc-1b9c7a7efcfa.jpg?v=1619507954,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/6_cb7fa61b-c039-4b83-80dc-1b9c7a7efcfa.jpg?v=1619507954,kg,,,
11-product-with-video,,,,,,,,violet,,,,,'9913,0,shopify,3,deny,manual,39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7_ca063f73-aa5d-4874-92fd-1bc04994d0fc.jpg?v=1619507954,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7_ca063f73-aa5d-4874-92fd-1bc04994d0fc.jpg?v=1619507954,kg,,,
11-product-with-video,,,,,,,,black,,,,,'9914,0,shopify,4,deny,manual,39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8.jpg?v=1619507955,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8.jpg?v=1619507955,kg,,,
11-product-with-video,,,,,,,,pink,,,,,'9915,0,shopify,5,deny,manual,39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/9.jpg?v=1619507955,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/9.jpg?v=1619507955,kg,,,
12-unique-content-for-each-product-on-the-product-tab,12. Unique content for each product on the product tab,"<p>[short_description]</p>
<meta charset=""utf-8"">
<p><span>All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. </span></p>
<p>[/short_description]</p>
<p>[product_description]</p>
<meta charset=""utf-8"">
<p><span>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.</span></p>
<meta charset=""utf-8"">
<p><span>All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable.</span></p>
<meta charset=""utf-8"">
<p><span>The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc.</span></p>
<p>[/product_description]</p>
<p>[unique_description_1]</p>
<meta charset=""utf-8"">
<h6>The standard Lorem Ipsum passage, used since the 1500s</h6>
<p>""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.""</p>
<h6>Section 1.10.32 of ""de Finibus Bonorum et Malorum"", written by Cicero in 45 BC</h6>
<p>""Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?""</p>
<p>[/unique_description_1]</p>",Vendor 12,Type 12,"blue, green, red",TRUE,Color,red,,,,,'111,0,shopify,11,deny,manual,99,111,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/1_ecaa91dc-998e-4ed2-b4a8-9206aa2ef4fc.jpg?v=1619506764,1,,FALSE,,"All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. There are many variations of passages of Lorem Ipsum available.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/1_ecaa91dc-998e-4ed2-b4a8-9206aa2ef4fc.jpg?v=1619506764,kg,,,active
12-unique-content-for-each-product-on-the-product-tab,,,,,,,,green,,,,,'112,0,shopify,9,deny,manual,99,111,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/2.jpg?v=1619506764,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/2.jpg?v=1619506764,kg,,,
12-unique-content-for-each-product-on-the-product-tab,,,,,,,,blue,,,,,'113,0,shopify,5,deny,manual,99,111,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/3.jpg?v=1619506764,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/3.jpg?v=1619506764,kg,,,
12-unique-content-for-each-product-on-the-product-tab,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/4.jpg?v=1619506764,4,,,,,,,,,,,,,,,,,,,,,,
12-unique-content-for-each-product-on-the-product-tab,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/5.jpg?v=1619506764,5,,,,,,,,,,,,,,,,,,,,,,
2-new-badge-product,2. New badge product,"<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).</p>
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.</p>
[new_products]300[/new_products] [short_description]
<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English.</p>
[/short_description] [product_description]
<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).</p>
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.</p>
[/product_description]",Vendor 2,Type 2,"gold, gray, l, m, magenta, maroon, navy, xl, xxl",TRUE,Size,m,Color,gold,,,'1110,0,shopify,12,deny,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7_719e5f02-4525-4c10-b8fd-b45660b08de4.jpg?v=1619508190,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7_719e5f02-4525-4c10-b8fd-b45660b08de4.jpg?v=1619508190,kg,,,active
2-new-badge-product,,,,,,,,m,,gray,,,'1111,0,shopify,6,deny,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8_fcebc072-8193-4679-b10e-7f68a7e4d072.jpg?v=1619508190,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8_fcebc072-8193-4679-b10e-7f68a7e4d072.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,m,,magenta,,,'1112,0,shopify,8,deny,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/9_211c1e4c-c2b9-470d-a4f7-d7cc50716510.jpg?v=1619508190,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/9_211c1e4c-c2b9-470d-a4f7-d7cc50716510.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,m,,maroon,,,'1113,0,shopify,3,deny,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/10.jpg?v=1619508190,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/10.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,m,,navy,,,'1114,0,shopify,10,deny,manual,80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/11.jpg?v=1619508190,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/11.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,l,,gold,,,'1115,0,shopify,12,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8_fcebc072-8193-4679-b10e-7f68a7e4d072.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,l,,gray,,,'1116,0,shopify,15,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/9_211c1e4c-c2b9-470d-a4f7-d7cc50716510.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,l,,magenta,,,'1117,0,shopify,14,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/10.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,l,,maroon,,,'1118,0,shopify,10,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/11.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,l,,navy,,,'1119,0,shopify,10,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7_719e5f02-4525-4c10-b8fd-b45660b08de4.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,xl,,gold,,,'1120,0,shopify,10,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/11.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,xl,,gray,,,'1121,0,shopify,15,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/10.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,xl,,magenta,,,'1122,0,shopify,11,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/9_211c1e4c-c2b9-470d-a4f7-d7cc50716510.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,xl,,maroon,,,'1123,0,shopify,13,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8_fcebc072-8193-4679-b10e-7f68a7e4d072.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,xl,,navy,,,'1124,0,shopify,14,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/7_719e5f02-4525-4c10-b8fd-b45660b08de4.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,xxl,,gold,,,'1125,0,shopify,9,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/8_fcebc072-8193-4679-b10e-7f68a7e4d072.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,xxl,,gray,,,'1126,0,shopify,7,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/9_211c1e4c-c2b9-470d-a4f7-d7cc50716510.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,xxl,,magenta,,,'1127,0,shopify,8,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/10.jpg?v=1619508190,kg,,,
2-new-badge-product,,,,,,,,xxl,,maroon,,,'1128,0,shopify,5,deny,manual,80,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0086/1411/7434/products/11.jpg?v=1619508190,kg,,,
